;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 19/05/2017 01:45:49 p. m.
;----------------------------------------------

;Address Opcode 	ASM
0x12F8	0xDF09      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,42 :: 		I2C1_Is_Idle()
0x12FA	0xDEEC      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,43 :: 		I2C1_Wr(hi_n or rs or $04 or $08)
0x12FC	0x0100      	MOVLB       0
0x12FE	0x5167      	MOVF        I2C_LCD_Cmd_rs, 0, 1
0x1300	0x1165      	IORWF       I2C_LCD_Cmd_hi_n, 0, 1
0x1302	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x1304	0x8568      	BSF         FARG_I2C1_Wr_data_, 2, 1
0x1306	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x1308	0xDF01      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,44 :: 		I2C1_Is_Idle()
0x130A	0xDEE4      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,45 :: 		Delay_us(50)
0x130C	0x0EC7      	MOVLW       199
0x130E	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Cmd1:
0x1310	0x2E0D      	DECFSZ      R13, 1, 0
0x1312	0xD7FE      	BRA         L__I2C_LCD_Cmd1
0x1314	0x0000      	NOP
0x1316	0x0000      	NOP
;LCD_i2c.mbas,46 :: 		I2C1_Wr(hi_n or rs or $00 or $08)
0x1318	0x0100      	MOVLB       0
0x131A	0x5167      	MOVF        I2C_LCD_Cmd_rs, 0, 1
0x131C	0x1165      	IORWF       I2C_LCD_Cmd_hi_n, 0, 1
0x131E	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x1320	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x1322	0xDEF4      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,47 :: 		I2C1_Is_Idle()
0x1324	0xDED7      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,48 :: 		Delay_us(100)
0x1326	0x0E02      	MOVLW       2
0x1328	0x6E0C      	MOVWF       R12, 0
0x132A	0x0E8D      	MOVLW       141
0x132C	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Cmd2:
0x132E	0x2E0D      	DECFSZ      R13, 1, 0
0x1330	0xD7FE      	BRA         L__I2C_LCD_Cmd2
0x1332	0x2E0C      	DECFSZ      R12, 1, 0
0x1334	0xD7FC      	BRA         L__I2C_LCD_Cmd2
0x1336	0x0000      	NOP
0x1338	0x0000      	NOP
;LCD_i2c.mbas,49 :: 		I2C1_Wr(lo_n or rs or $04 or $08)
0x133A	0x0100      	MOVLB       0
0x133C	0x5167      	MOVF        I2C_LCD_Cmd_rs, 0, 1
0x133E	0x1166      	IORWF       I2C_LCD_Cmd_lo_n, 0, 1
0x1340	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x1342	0x8568      	BSF         FARG_I2C1_Wr_data_, 2, 1
0x1344	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x1346	0xDEE2      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,50 :: 		I2C1_Is_Idle()
0x1348	0xDEC5      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,51 :: 		Delay_us(50)
0x134A	0x0EC7      	MOVLW       199
0x134C	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Cmd3:
0x134E	0x2E0D      	DECFSZ      R13, 1, 0
0x1350	0xD7FE      	BRA         L__I2C_LCD_Cmd3
0x1352	0x0000      	NOP
0x1354	0x0000      	NOP
;LCD_i2c.mbas,52 :: 		I2C1_Wr(lo_n or rs or $00 or $08)
0x1356	0x0100      	MOVLB       0
0x1358	0x5167      	MOVF        I2C_LCD_Cmd_rs, 0, 1
0x135A	0x1166      	IORWF       I2C_LCD_Cmd_lo_n, 0, 1
0x135C	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x135E	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x1360	0xDED5      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,53 :: 		I2C1_Is_Idle()
0x1362	0xDEB8      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,54 :: 		I2C1_stop()
0x1364	0xDED1      	RCALL       _I2C1_Stop
;LCD_i2c.mbas,56 :: 		if(out_char = $01) then
0x1366	0x0100      	MOVLB       0
0x1368	0x5164      	MOVF        FARG_I2C_LCD_Cmd_out_char, 0, 1
0x136A	0x0A01      	XORLW       1
0x136C	0xE10A      	BNZ         L__I2C_LCD_Cmd5
;LCD_i2c.mbas,57 :: 		Delay_ms(2)
0x136E	0x0E20      	MOVLW       32
0x1370	0x6E0C      	MOVWF       R12, 0
0x1372	0x0E29      	MOVLW       41
0x1374	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Cmd7:
0x1376	0x2E0D      	DECFSZ      R13, 1, 0
0x1378	0xD7FE      	BRA         L__I2C_LCD_Cmd7
0x137A	0x2E0C      	DECFSZ      R12, 1, 0
0x137C	0xD7FC      	BRA         L__I2C_LCD_Cmd7
0x137E	0x0000      	NOP
0x1380	0x0000      	NOP
L__I2C_LCD_Cmd5:
;LCD_i2c.mbas,59 :: 		end sub
L_end_I2C_LCD_Cmd:
0x1382	0x0012      	RETURN      0
; end of _I2C_LCD_Cmd
_strlen:
;__Lib_String.mpas,240 :: 		
;__Lib_String.mpas,241 :: 		
0x1384	0xF004C05E  	MOVFF       FARG_strlen_s, R4
0x1388	0xF005C05F  	MOVFF       FARG_strlen_s+1, R5
;__Lib_String.mpas,242 :: 		
L__strlen89:
0x138C	0xFFE9C004  	MOVFF       R4, FSR0L
0x1390	0xFFEAC005  	MOVFF       R5, FSR0H
0x1394	0x50EE      	MOVF        POSTINC0, 0 
0x1396	0x0A00      	XORLW       0
0x1398	0xE003      	BZ          L__strlen90
;__Lib_String.mpas,244 :: 		
0x139A	0x4A04      	INFSNZ      R4, 1 
0x139C	0x2A05      	INCF        R5, 1 
;__Lib_String.mpas,245 :: 		
0x139E	0xD7F6      	BRA         L__strlen89
L__strlen90:
;__Lib_String.mpas,246 :: 		
0x13A0	0x505E      	MOVF        FARG_strlen_s, 0 
0x13A2	0x5C04      	SUBWF       R4, 0 
0x13A4	0x6E02      	MOVWF       R2 
0x13A6	0x505F      	MOVF        FARG_strlen_s+1, 0 
0x13A8	0x5805      	SUBWFB      R5, 0 
0x13AA	0x6E03      	MOVWF       R3 
;__Lib_String.mpas,247 :: 		
0x13AC	0xF000C002  	MOVFF       R2, R0
0x13B0	0xF001C003  	MOVFF       R3, R1
L_end_strlen:
0x13B4	0x0012      	RETURN      0
; end of _strlen
_I2C_LCD_Chr:
;LCD_i2c.mbas,64 :: 		Dim rs as byte
;LCD_i2c.mbas,66 :: 		rs = 1
0x13B6	0x0E01      	MOVLW       1
0x13B8	0x0100      	MOVLB       0
0x13BA	0x6F60      	MOVWF       I2C_LCD_Chr_rs, 1
;LCD_i2c.mbas,70 :: 		case 1
0x13BC	0x5161      	MOVF        FARG_I2C_LCD_Chr_row, 0, 1
0x13BE	0x0A01      	XORLW       1
0x13C0	0xE107      	BNZ         L__I2C_LCD_Chr12
;LCD_i2c.mbas,71 :: 		I2C_LCD_Cmd($80 + (column - 1))
0x13C2	0x0562      	DECF        FARG_I2C_LCD_Chr_column, 0, 1
0x13C4	0x6E00      	MOVWF       R0 
0x13C6	0x5000      	MOVF        R0, 0 
0x13C8	0x0F80      	ADDLW       128
0x13CA	0x6F64      	MOVWF       FARG_I2C_LCD_Cmd_out_char, 1
0x13CC	0xDF7F      	RCALL       _I2C_LCD_Cmd
0x13CE	0xD01E      	BRA         L__I2C_LCD_Chr9
L__I2C_LCD_Chr12:
;LCD_i2c.mbas,72 :: 		case 2
0x13D0	0x5161      	MOVF        FARG_I2C_LCD_Chr_row, 0, 1
0x13D2	0x0A02      	XORLW       2
0x13D4	0xE107      	BNZ         L__I2C_LCD_Chr15
;LCD_i2c.mbas,73 :: 		I2C_LCD_Cmd($C0 + (column - 1))
0x13D6	0x0562      	DECF        FARG_I2C_LCD_Chr_column, 0, 1
0x13D8	0x6E00      	MOVWF       R0 
0x13DA	0x5000      	MOVF        R0, 0 
0x13DC	0x0FC0      	ADDLW       192
0x13DE	0x6F64      	MOVWF       FARG_I2C_LCD_Cmd_out_char, 1
0x13E0	0xDF75      	RCALL       _I2C_LCD_Cmd
0x13E2	0xD014      	BRA         L__I2C_LCD_Chr9
L__I2C_LCD_Chr15:
;LCD_i2c.mbas,74 :: 		case 3
0x13E4	0x5161      	MOVF        FARG_I2C_LCD_Chr_row, 0, 1
0x13E6	0x0A03      	XORLW       3
0x13E8	0xE107      	BNZ         L__I2C_LCD_Chr18
;LCD_i2c.mbas,75 :: 		I2C_LCD_Cmd($94 + (column - 1))
0x13EA	0x0562      	DECF        FARG_I2C_LCD_Chr_column, 0, 1
0x13EC	0x6E00      	MOVWF       R0 
0x13EE	0x5000      	MOVF        R0, 0 
0x13F0	0x0F94      	ADDLW       148
0x13F2	0x6F64      	MOVWF       FARG_I2C_LCD_Cmd_out_char, 1
0x13F4	0xDF6B      	RCALL       _I2C_LCD_Cmd
0x13F6	0xD00A      	BRA         L__I2C_LCD_Chr9
L__I2C_LCD_Chr18:
;LCD_i2c.mbas,76 :: 		case 4
0x13F8	0x5161      	MOVF        FARG_I2C_LCD_Chr_row, 0, 1
0x13FA	0x0A04      	XORLW       4
0x13FC	0xE107      	BNZ         L__I2C_LCD_Chr21
;LCD_i2c.mbas,77 :: 		I2C_LCD_Cmd($D4 + (column - 1))
0x13FE	0x0562      	DECF        FARG_I2C_LCD_Chr_column, 0, 1
0x1400	0x6E00      	MOVWF       R0 
0x1402	0x5000      	MOVF        R0, 0 
0x1404	0x0FD4      	ADDLW       212
0x1406	0x6F64      	MOVWF       FARG_I2C_LCD_Cmd_out_char, 1
0x1408	0xDF61      	RCALL       _I2C_LCD_Cmd
0x140A	0xD000      	BRA         L__I2C_LCD_Chr9
L__I2C_LCD_Chr21:
L__I2C_LCD_Chr9:
;LCD_i2c.mbas,80 :: 		hi_n = out_char and $F0
0x140C	0x0EF0      	MOVLW       240
0x140E	0x1563      	ANDWF       FARG_I2C_LCD_Chr_out_char, 0, 1
0x1410	0x6E5E      	MOVWF       I2C_LCD_Chr_hi_n 
;LCD_i2c.mbas,81 :: 		lo_n = (out_char << 4) and $F0
0x1412	0xF05FC063  	MOVFF       FARG_I2C_LCD_Chr_out_char, I2C_LCD_Chr_lo_n
0x1416	0x365F      	RLCF        I2C_LCD_Chr_lo_n, 1 
0x1418	0x905F      	BCF         I2C_LCD_Chr_lo_n, 0 
0x141A	0x365F      	RLCF        I2C_LCD_Chr_lo_n, 1 
0x141C	0x905F      	BCF         I2C_LCD_Chr_lo_n, 0 
0x141E	0x365F      	RLCF        I2C_LCD_Chr_lo_n, 1 
0x1420	0x905F      	BCF         I2C_LCD_Chr_lo_n, 0 
0x1422	0x365F      	RLCF        I2C_LCD_Chr_lo_n, 1 
0x1424	0x905F      	BCF         I2C_LCD_Chr_lo_n, 0 
0x1426	0x0EF0      	MOVLW       240
0x1428	0x165F      	ANDWF       I2C_LCD_Chr_lo_n, 1 
;LCD_i2c.mbas,83 :: 		I2C1_Start()
0x142A	0xDEF5      	RCALL       _I2C1_Start
;LCD_i2c.mbas,84 :: 		I2C1_Is_Idle()
0x142C	0xDE53      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,85 :: 		I2C1_Wr(LCD_ADDR)
0x142E	0x0E4E      	MOVLW       78
0x1430	0x0100      	MOVLB       0
0x1432	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x1434	0xDE6B      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,86 :: 		I2C1_Is_Idle()
0x1436	0xDE4E      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,87 :: 		I2C1_Wr(hi_n or rs or $04 or $08)
0x1438	0x0100      	MOVLB       0
0x143A	0x5160      	MOVF        I2C_LCD_Chr_rs, 0, 1
0x143C	0x105E      	IORWF       I2C_LCD_Chr_hi_n, 0 
0x143E	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x1440	0x8568      	BSF         FARG_I2C1_Wr_data_, 2, 1
0x1442	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x1444	0xDE63      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,88 :: 		I2C1_Is_Idle()
0x1446	0xDE46      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,89 :: 		Delay_us(50)
0x1448	0x0EC7      	MOVLW       199
0x144A	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Chr22:
0x144C	0x2E0D      	DECFSZ      R13, 1, 0
0x144E	0xD7FE      	BRA         L__I2C_LCD_Chr22
0x1450	0x0000      	NOP
0x1452	0x0000      	NOP
;LCD_i2c.mbas,90 :: 		I2C1_Wr(hi_n or rs or $00 or $08)
0x1454	0x0100      	MOVLB       0
0x1456	0x5160      	MOVF        I2C_LCD_Chr_rs, 0, 1
0x1458	0x105E      	IORWF       I2C_LCD_Chr_hi_n, 0 
0x145A	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x145C	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x145E	0xDE56      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,91 :: 		I2C1_Is_Idle()
0x1460	0xDE39      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,92 :: 		Delay_us(100)
0x1462	0x0E02      	MOVLW       2
0x1464	0x6E0C      	MOVWF       R12, 0
0x1466	0x0E8D      	MOVLW       141
0x1468	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Chr23:
0x146A	0x2E0D      	DECFSZ      R13, 1, 0
0x146C	0xD7FE      	BRA         L__I2C_LCD_Chr23
0x146E	0x2E0C      	DECFSZ      R12, 1, 0
0x1470	0xD7FC      	BRA         L__I2C_LCD_Chr23
0x1472	0x0000      	NOP
0x1474	0x0000      	NOP
;LCD_i2c.mbas,93 :: 		I2C1_Wr(lo_n or rs or $04 or $08)
0x1476	0x0100      	MOVLB       0
0x1478	0x5160      	MOVF        I2C_LCD_Chr_rs, 0, 1
0x147A	0x105F      	IORWF       I2C_LCD_Chr_lo_n, 0 
0x147C	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x147E	0x8568      	BSF         FARG_I2C1_Wr_data_, 2, 1
0x1480	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x1482	0xDE44      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,94 :: 		I2C1_Is_Idle()
0x1484	0xDE27      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,95 :: 		Delay_us(50)
0x1486	0x0EC7      	MOVLW       199
0x1488	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Chr24:
0x148A	0x2E0D      	DECFSZ      R13, 1, 0
0x148C	0xD7FE      	BRA         L__I2C_LCD_Chr24
0x148E	0x0000      	NOP
0x1490	0x0000      	NOP
;LCD_i2c.mbas,96 :: 		I2C1_Wr(lo_n or rs or $00 or $08)
0x1492	0x0100      	MOVLB       0
0x1494	0x5160      	MOVF        I2C_LCD_Chr_rs, 0, 1
0x1496	0x105F      	IORWF       I2C_LCD_Chr_lo_n, 0 
0x1498	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x149A	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x149C	0xDE37      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,97 :: 		I2C1_Is_Idle()
0x149E	0xDE1A      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,98 :: 		I2C1_stop()
0x14A0	0xDE33      	RCALL       _I2C1_Stop
;LCD_i2c.mbas,99 :: 		end sub
L_end_I2C_LCD_Chr:
0x14A2	0x0012      	RETURN      0
; end of _I2C_LCD_Chr
_I2C1_Init:
;__Lib_I2C_b46.mpas,59 :: 		
;__Lib_I2C_b46.mpas,60 :: 		
0x14A4	0x6A31      	CLRF        __Lib_I2C_b46__I2C1_TIMEOUT 
0x14A6	0x6A32      	CLRF        __Lib_I2C_b46__I2C1_TIMEOUT+1 
0x14A8	0x6A33      	CLRF        __Lib_I2C_b46__I2C1_TIMEOUT+2 
0x14AA	0x6A34      	CLRF        __Lib_I2C_b46__I2C1_TIMEOUT+3 
;__Lib_I2C_b46.mpas,62 :: 		
0x14AC	0x0ED4      	MOVLW       _I2C1_Is_Idle
0x14AE	0x6E19      	MOVWF       _I2C_Is_Idle_Ptr 
0x14B0	0x0E10      	MOVLW       hi_addr(_I2C1_Is_Idle)
0x14B2	0x6E1A      	MOVWF       _I2C_Is_Idle_Ptr+1 
0x14B4	0x0E00      	MOVLW       0
0x14B6	0x6E1B      	MOVWF       _I2C_Is_Idle_Ptr+2 
0x14B8	0x0E00      	MOVLW       0
0x14BA	0x6E1C      	MOVWF       _I2C_Is_Idle_Ptr+3 
;__Lib_I2C_b46.mpas,63 :: 		
0x14BC	0x0E16      	MOVLW       _I2C1_Start
0x14BE	0x6E15      	MOVWF       _I2C_Start_Ptr 
0x14C0	0x0E12      	MOVLW       hi_addr(_I2C1_Start)
0x14C2	0x6E16      	MOVWF       _I2C_Start_Ptr+1 
0x14C4	0x0E00      	MOVLW       0
0x14C6	0x6E17      	MOVWF       _I2C_Start_Ptr+2 
0x14C8	0x0E00      	MOVLW       0
0x14CA	0x6E18      	MOVWF       _I2C_Start_Ptr+3 
;__Lib_I2C_b46.mpas,64 :: 		
0x14CC	0x0EFF      	MOVLW       _I2C1_Repeated_Start
0x14CE	0x6E21      	MOVWF       _I2C_Restart_Ptr 
0x14D0	0x0EFF      	MOVLW       hi_addr(_I2C1_Repeated_Start)
0x14D2	0x6E22      	MOVWF       _I2C_Restart_Ptr+1 
0x14D4	0x0E00      	MOVLW       0
0x14D6	0x6E23      	MOVWF       _I2C_Restart_Ptr+2 
0x14D8	0x0E00      	MOVLW       0
0x14DA	0x6E24      	MOVWF       _I2C_Restart_Ptr+3 
;__Lib_I2C_b46.mpas,65 :: 		
0x14DC	0x0EFF      	MOVLW       _I2C1_Rd
0x14DE	0x6E2D      	MOVWF       _I2C_Read_Ptr 
0x14E0	0x0EFF      	MOVLW       hi_addr(_I2C1_Rd)
0x14E2	0x6E2E      	MOVWF       _I2C_Read_Ptr+1 
0x14E4	0x0EFF      	MOVLW       FARG_I2C1_Rd_ack
0x14E6	0x6E2F      	MOVWF       _I2C_Read_Ptr+2 
0x14E8	0x0EFF      	MOVLW       hi_addr(FARG_I2C1_Rd_ack)
0x14EA	0x6E30      	MOVWF       _I2C_Read_Ptr+3 
;__Lib_I2C_b46.mpas,66 :: 		
0x14EC	0x0E0C      	MOVLW       _I2C1_Wr
0x14EE	0x6E29      	MOVWF       _I2C_Write_Ptr 
0x14F0	0x0E11      	MOVLW       hi_addr(_I2C1_Wr)
0x14F2	0x6E2A      	MOVWF       _I2C_Write_Ptr+1 
0x14F4	0x0E68      	MOVLW       FARG_I2C1_Wr_data_
0x14F6	0x6E2B      	MOVWF       _I2C_Write_Ptr+2 
0x14F8	0x0E00      	MOVLW       hi_addr(FARG_I2C1_Wr_data_)
0x14FA	0x6E2C      	MOVWF       _I2C_Write_Ptr+3 
;__Lib_I2C_b46.mpas,67 :: 		
0x14FC	0x0E08      	MOVLW       _I2C1_Stop
0x14FE	0x6E25      	MOVWF       _I2C_Stop_Ptr 
0x1500	0x0E11      	MOVLW       hi_addr(_I2C1_Stop)
0x1502	0x6E26      	MOVWF       _I2C_Stop_Ptr+1 
0x1504	0x0E00      	MOVLW       0
0x1506	0x6E27      	MOVWF       _I2C_Stop_Ptr+2 
0x1508	0x0E00      	MOVLW       0
0x150A	0x6E28      	MOVWF       _I2C_Stop_Ptr+3 
;__Lib_I2C_b46.mpas,75 :: 		
0x150C	0x9893      	BCF         TRISB4_bit, BitPos(TRISB4_bit+0) 
;__Lib_I2C_b46.mpas,76 :: 		
0x150E	0x9C93      	BCF         TRISB6_bit, BitPos(TRISB6_bit+0) 
;__Lib_I2C_b46.mpas,79 :: 		
0x1510	0x988A      	BCF         LATB4_bit, BitPos(LATB4_bit+0) 
;__Lib_I2C_b46.mpas,80 :: 		
0x1512	0x9C8A      	BCF         LATB6_bit, BitPos(LATB6_bit+0) 
;__Lib_I2C_b46.mpas,83 :: 		
0x1514	0x8893      	BSF         TRISB4_bit, BitPos(TRISB4_bit+0) 
;__Lib_I2C_b46.mpas,84 :: 		
0x1516	0x8C93      	BSF         TRISB6_bit, BitPos(TRISB6_bit+0) 
;__Lib_I2C_b46.mpas,86 :: 		
0x1518	0x9EC7      	BCF         SSPSTAT, 7 
;__Lib_I2C_b46.mpas,87 :: 		
0x151A	0x9CC7      	BCF         SSPSTAT, 6 
;__Lib_I2C_b46.mpas,88 :: 		
0x151C	0x0E38      	MOVLW       56
0x151E	0x6EC6      	MOVWF       SSPCON1 
;__Lib_I2C_b46.mpas,91 :: 		
L_end_I2C1_Init:
0x1520	0x0012      	RETURN      0
; end of _I2C1_Init
_I2C_LCD_Init:
;LCD_i2c.mbas,132 :: 		Dim rs as byte
;LCD_i2c.mbas,134 :: 		I2C1_Start()
0x1522	0xDE79      	RCALL       _I2C1_Start
;LCD_i2c.mbas,135 :: 		I2C1_Is_Idle()
0x1524	0xDDD7      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,136 :: 		I2C1_Wr(LCD_ADDR)
0x1526	0x0E4E      	MOVLW       78
0x1528	0x0100      	MOVLB       0
0x152A	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x152C	0xDDEF      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,137 :: 		I2C1_Is_Idle()
0x152E	0xDDD2      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,139 :: 		Delay_ms(30)
0x1530	0x0E02      	MOVLW       2
0x1532	0x6E0B      	MOVWF       R11, 0
0x1534	0x0ED4      	MOVLW       212
0x1536	0x6E0C      	MOVWF       R12, 0
0x1538	0x0E85      	MOVLW       133
0x153A	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Init30:
0x153C	0x2E0D      	DECFSZ      R13, 1, 0
0x153E	0xD7FE      	BRA         L__I2C_LCD_Init30
0x1540	0x2E0C      	DECFSZ      R12, 1, 0
0x1542	0xD7FC      	BRA         L__I2C_LCD_Init30
0x1544	0x2E0B      	DECFSZ      R11, 1, 0
0x1546	0xD7FA      	BRA         L__I2C_LCD_Init30
;LCD_i2c.mbas,141 :: 		I2C1_Wr($30 or rs or $04 or $08)
0x1548	0x0E30      	MOVLW       48
0x154A	0x1057      	IORWF       I2C_LCD_Init_rs, 0 
0x154C	0x0100      	MOVLB       0
0x154E	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x1550	0x8568      	BSF         FARG_I2C1_Wr_data_, 2, 1
0x1552	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x1554	0xDDDB      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,142 :: 		I2C1_Is_Idle()
0x1556	0xDDBE      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,143 :: 		Delay_us(50)
0x1558	0x0EC7      	MOVLW       199
0x155A	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Init31:
0x155C	0x2E0D      	DECFSZ      R13, 1, 0
0x155E	0xD7FE      	BRA         L__I2C_LCD_Init31
0x1560	0x0000      	NOP
0x1562	0x0000      	NOP
;LCD_i2c.mbas,144 :: 		I2C1_Wr($30 or rs or $00 or $08)
0x1564	0x0E30      	MOVLW       48
0x1566	0x1057      	IORWF       I2C_LCD_Init_rs, 0 
0x1568	0x0100      	MOVLB       0
0x156A	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x156C	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x156E	0xDDCE      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,145 :: 		I2C1_Is_Idle()
0x1570	0xDDB1      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,147 :: 		Delay_ms(10)
0x1572	0x0E9C      	MOVLW       156
0x1574	0x6E0C      	MOVWF       R12, 0
0x1576	0x0ED7      	MOVLW       215
0x1578	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Init32:
0x157A	0x2E0D      	DECFSZ      R13, 1, 0
0x157C	0xD7FE      	BRA         L__I2C_LCD_Init32
0x157E	0x2E0C      	DECFSZ      R12, 1, 0
0x1580	0xD7FC      	BRA         L__I2C_LCD_Init32
;LCD_i2c.mbas,149 :: 		I2C1_Wr($30 or rs or $04 or $08)
0x1582	0x0E30      	MOVLW       48
0x1584	0x1057      	IORWF       I2C_LCD_Init_rs, 0 
0x1586	0x0100      	MOVLB       0
0x1588	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x158A	0x8568      	BSF         FARG_I2C1_Wr_data_, 2, 1
0x158C	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x158E	0xDDBE      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,150 :: 		I2C1_Is_Idle()
0x1590	0xDDA1      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,151 :: 		Delay_us(50)
0x1592	0x0EC7      	MOVLW       199
0x1594	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Init33:
0x1596	0x2E0D      	DECFSZ      R13, 1, 0
0x1598	0xD7FE      	BRA         L__I2C_LCD_Init33
0x159A	0x0000      	NOP
0x159C	0x0000      	NOP
;LCD_i2c.mbas,152 :: 		I2C1_Wr($30 or rs or $00 or $08)
0x159E	0x0E30      	MOVLW       48
0x15A0	0x1057      	IORWF       I2C_LCD_Init_rs, 0 
0x15A2	0x0100      	MOVLB       0
0x15A4	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x15A6	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x15A8	0xDDB1      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,153 :: 		I2C1_Is_Idle()
0x15AA	0xDD94      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,155 :: 		Delay_ms(10)
0x15AC	0x0E9C      	MOVLW       156
0x15AE	0x6E0C      	MOVWF       R12, 0
0x15B0	0x0ED7      	MOVLW       215
0x15B2	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Init34:
0x15B4	0x2E0D      	DECFSZ      R13, 1, 0
0x15B6	0xD7FE      	BRA         L__I2C_LCD_Init34
0x15B8	0x2E0C      	DECFSZ      R12, 1, 0
0x15BA	0xD7FC      	BRA         L__I2C_LCD_Init34
;LCD_i2c.mbas,157 :: 		I2C1_Wr($30 or rs or $04 or $08)
0x15BC	0x0E30      	MOVLW       48
0x15BE	0x1057      	IORWF       I2C_LCD_Init_rs, 0 
0x15C0	0x0100      	MOVLB       0
0x15C2	0x6F68      	MOVWF       FARG_I2C1_Wr_data_, 1
0x15C4	0x8568      	BSF         FARG_I2C1_Wr_data_, 2, 1
0x15C6	0x8768      	BSF         FARG_I2C1_Wr_data_, 3, 1
0x15C8	0xDDA1      	RCALL       _I2C1_Wr
;LCD_i2c.mbas,158 :: 		I2C1_Is_Idle()
0x15CA	0xDD84      	RCALL       _I2C1_Is_Idle
;LCD_i2c.mbas,159 :: 		Delay_us(50)
0x15CC	0x0EC7      	MOVLW       199
0x15CE	0x6E0D      	MOVWF       R13, 0
L__I2C_LCD_Init35:
0x15D0	0x2E0D      	DECFSZ      R13, 1, 0
0x15D2	0xD7FE      	BRA         L__I2C_LCD_Init35
0x15D4	0x0000      	NOP
0x15D6	0x0000      	NOP
